A1BG	ENSP00000263100
RPF1	ENSP00000359688
RPF2	ENSP00000402338
RPGR	ENSP00000495537
RPGRIP1	ENSP00000382895
RPGRIP1L	ENSP00000493946
RPH3A	ENSP00000440384
RPH3AL	ENSP00000328977
RPIA	ENSP00000283646
RPL10	ENSP00000358832
RPL11	ENSP00000496250
RPL12	ENSP00000354739
RPL13A	ENSP00000375730
RPL13	ENSP00000307889
RPL14	ENSP00000345156
RPL15	ENSP00000309334
RPL17	ENSP00000482577
RPL18A	ENSP00000222247
RPL18	ENSP00000447001
RPL19	ENSP00000225430
RPL21	ENSP00000346027
RPL22	ENSP00000346088
RPL23A	ENSP00000378396
RPL23	ENSP00000377865
RPL24	ENSP00000377640
RPL26	ENSP00000498177
RPL26L1	ENSP00000428177
RPL27A	ENSP00000346015
RPL27	ENSP00000467587
RPL28	ENSP00000452763
RPL29	ENSP00000497923
RPL30	ENSP00000428085
RPL31	ENSP00000386737
RPL34	ENSP00000378162
RPL35A	ENSP00000393393
RPL35	ENSP00000259469
RPL36A	ENSP00000404375
RPL36	ENSP00000462609
RPL37A	ENSP00000418082
RPL3	ENSP00000346001
RPL3L	ENSP00000268661
RPL4	ENSP00000311430
RPL5	ENSP00000359345
RPL6	ENSP00000202773
RPL7A	ENSP00000361076
RPL7	ENSP00000339795
RPL7L1	ENSP00000418221
RPL8	ENSP00000378378
RPL9	ENSP00000494836
RPLP0	ENSP00000376299
RPLP1	ENSP00000346037
RPLP2	ENSP00000322419
RPN1	ENSP00000296255
RPN2	ENSP00000237530
RPP14	ENSP00000412894
RPP21	ENSP00000394320
RPP25	ENSP00000317691
RPP25L	ENSP00000368242
RPP30	ENSP00000389182
RPP38	ENSP00000367445
RPP40	ENSP00000369391
RPRD1A	ENSP00000381984
RPRD1B	ENSP00000362532
RPRD2	ENSP00000358064
RPRM	ENSP00000314946
RPRML	ENSP00000318032
RPS10	ENSP00000495142
RPS10-NUDT3	ENSP00000492441
RPS11	ENSP00000270625
RPS12	ENSP00000230050
RPS13	ENSP00000435777
RPS14	ENSP00000385958
RPS15A	ENSP00000318646
RPS15	ENSP00000466010
RPS16	ENSP00000367806
RPS17	ENSP00000453910
RPS18	ENSP00000393241
RPS19BP1	ENSP00000333948
RPS20	ENSP00000429374
RPS21	ENSP00000359624
RPS23	ENSP00000498621
RPS24	ENSP00000414321
RPS25	ENSP00000435096
RPS26	ENSP00000348849
RPS27A	ENSP00000383981
RPS27	ENSP00000499044
RPS27L	ENSP00000453764
RPS28	ENSP00000472469
RPS29	ENSP00000496485
RPS3A	ENSP00000346050
RPS3	ENSP00000278572
RPS4X	ENSP00000362744
RPS6	ENSP00000369757
RPS6KA1	ENSP00000435412
RPS6KA2	ENSP00000422435
RPS6KA3	ENSP00000368884
RPS6KA4	ENSP00000333896
RPS6KA5	ENSP00000479667
RPS6KA6	ENSP00000262752
RPS6KB1	ENSP00000225577
RPS6KB2	ENSP00000308413
RPS6KC1	ENSP00000355927
RPS6KL1	ENSP00000452027
RPS7	ENSP00000496757
RPS8	ENSP00000379888
RPS9	ENSP00000302896
RPSA	ENSP00000389351
RPTN	ENSP00000317895
RPTOR	ENSP00000307272
RPUSD1	ENSP00000455026
RPUSD2	ENSP00000323288
RPUSD3	ENSP00000373331
RPUSD4	ENSP00000298317
RRAGA	ENSP00000369899
RRAGB	ENSP00000262850
RRAGC	ENSP00000362092
RRAGD	ENSP00000358423
RRAS2	ENSP00000256196
RRAS	ENSP00000246792
RRBP1	ENSP00000367044
RREB1	ENSP00000369270
RRH	ENSP00000314992
RRM1	ENSP00000300738
RRM2B	ENSP00000251810
RRM2	ENSP00000353770
RRN3	ENSP00000198767
RRNAD1	ENSP00000357199
RRP12	ENSP00000446184
RRP15	ENSP00000355899
RRP1B	ENSP00000339145
RRP1	ENSP00000417464
RRP36	ENSP00000244496
RRP7A	ENSP00000321449
RRP8	ENSP00000254605
RRP9	ENSP00000232888
RRS1	ENSP00000322396
RS1	ENSP00000369320
RSAD1	ENSP00000258955
RSAD2	ENSP00000371471
RSBN1	ENSP00000261441
RSBN1L	ENSP00000334040
RSC1A1	ENSP00000341963
RSF1	ENSP00000311513
RSL1D1	ENSP00000460871
RSL24D1	ENSP00000260443
RSPH14	ENSP00000216036
RSPH1	ENSP00000291536
RSPH3	ENSP00000252655
RSPH4A	ENSP00000229554
RSPH6A	ENSP00000221538
RSPH9	ENSP00000361238
RSPO1	ENSP00000348944
RSPO2	ENSP00000276659
RSPO3	ENSP00000357300
RSPO4	ENSP00000217260
RSPRY1	ENSP00000377942
RSRC1	ENSP00000420150
RSRC2	ENSP00000330188
RSRP1	ENSP00000243189
RSU1	ENSP00000367154
RTBDN	ENSP00000326253
RTCA	ENSP00000260563
RTCB	ENSP00000216038
RTF1	ENSP00000374280
RTKN2	ENSP00000362894
RTKN	ENSP00000272430
RTL1	ENSP00000497482
RTN1	ENSP00000267484
RTN2	ENSP00000245923
RTN3	ENSP00000367050
RTN4	ENSP00000337838
RTN4IP1	ENSP00000358059
RTN4R	ENSP00000043402
RTN4RL1	ENSP00000330631
RTN4RL2	ENSP00000335397
RTP1	ENSP00000311712
RTP2	ENSP00000350976
RTP3	ENSP00000296142
RTP4	ENSP00000259030
RTP5	ENSP00000345374
RTTN	ENSP00000491507
RUBCN	ENSP00000296343
RUBCNL	ENSP00000374558
RUFY1	ENSP00000325594
RUFY2	ENSP00000373420
RUFY3	ENSP00000370394
RUFY4	ENSP00000363270
RUNDC1	ENSP00000354622
RUNDC3A	ENSP00000410862
RUNDC3B	ENSP00000337732
RUNX1	ENSP00000300305
RUNX1T1	ENSP00000402257
RUNX3	ENSP00000343477
RUSC1	ENSP00000357336
RUSC2	ENSP00000355177
RUVBL1	ENSP00000318297
RUVBL2	ENSP00000473172
RWDD1	ENSP00000420357
RWDD2A	ENSP00000358739
RWDD2B	ENSP00000418693
RWDD3	ENSP00000359221
RWDD4	ENSP00000388920
RXFP1	ENSP00000405841
RXFP2	ENSP00000298386
RXFP3	ENSP00000328708
RXFP4	ENSP00000357301
RXRA	ENSP00000419692
RXRB	ENSP00000363817
RXRG	ENSP00000352900
RYK	ENSP00000478721
RYR1	ENSP00000352608
RYR2	ENSP00000355533
RYR3	ENSP00000483166
S100A10	ENSP00000357801
S100A11	ENSP00000271638
S100A12	ENSP00000357726
S100A13	ENSP00000344822
S100A14	ENSP00000420296
S100A16	ENSP00000357693
S100A1	ENSP00000357687
S100A2	ENSP00000357697
S100A3	ENSP00000357702
S100A4	ENSP00000357704
S100A5	ENSP00000357707
S100A6	ENSP00000473589
S100A7	ENSP00000357711
S100A8	ENSP00000357721
S100A9	ENSP00000357727
S100B	ENSP00000356038
S100G	ENSP00000369547
S100PBP	ENSP00000362575
S100P	ENSP00000296370
S1PR1	ENSP00000305416
S1PR2	ENSP00000496438
S1PR3	ENSP00000350878
S1PR4	ENSP00000246115
S1PR5	ENSP00000328472
SAA1	ENSP00000348918
SAA2-SAA4	ENSP00000485552
SAAL1	ENSP00000432216
SAC3D1	ENSP00000436649
SACM1L	ENSP00000373713
SACS	ENSP00000371729
SAE1	ENSP00000270225
SAFB2	ENSP00000252542
SAFB	ENSP00000467423
SAG	ENSP00000386444
SALL1	ENSP00000251020
SALL3	ENSP00000441823
SALL4	ENSP00000217086
SAMD10	ENSP00000358902
SAMD11	ENSP00000482138
SAMD12	ENSP00000314173
SAMD13	ENSP00000359705
SAMD14	ENSP00000424474
SAMD15	ENSP00000216471
SAMD1	ENSP00000431971
SAMD3	ENSP00000402092
SAMD4A	ENSP00000452535
SAMD4B	ENSP00000317224
SAMD7	ENSP00000391299
SAMD8	ENSP00000438042
SAMD9L	ENSP00000326247
SAMHD1	ENSP00000493536
SAMM50	ENSP00000345445
SAMSN1	ENSP00000493867
SAP130	ENSP00000350333
SAP18	ENSP00000371973
SAP25	ENSP00000481773
SAP30BP	ENSP00000462116
SAP30	ENSP00000296504
SAP30L	ENSP00000297109
SAPCD1	ENSP00000411948
SAPCD2	ENSP00000386348
SAR1A	ENSP00000362339
SAR1B	ENSP00000385432
SARAF	ENSP00000256255
SARDH	ENSP00000360938
SARM1	ENSP00000468032
SARNP	ENSP00000447690
SARS2	ENSP00000472847
SARS	ENSP00000358939
SART1	ENSP00000310448
SART3	ENSP00000228284
SASH1	ENSP00000356437
SASH3	ENSP00000349359
SASS6	ENSP00000287482
SAT1	ENSP00000368572
SAT2	ENSP00000269298
SATB1	ENSP00000399518
SATB2	ENSP00000401112
SATL1	ENSP00000494345
SAV1	ENSP00000324729
SAXO1	ENSP00000369907
SAXO2	ENSP00000340445
SAYSD1	ENSP00000229903
SBDS	ENSP00000246868
SBF1	ENSP00000370196
SBF2	ENSP00000256190
SBK1	ENSP00000343248
SBK2	ENSP00000389015
SBK3	ENSP00000483467
SBNO1	ENSP00000473665
SBNO2	ENSP00000354733
SBSN	ENSP00000430242
SBSPON	ENSP00000297354
SC5D	ENSP00000264027
SCAF11	ENSP00000358374
SCAF4	ENSP00000286835
SCAF8	ENSP00000413098
SCAI	ENSP00000362650
SCAMP1	ENSP00000481022
SCAMP2	ENSP00000268099
SCAMP3	ENSP00000307275
SCAMP4	ENSP00000316007
SCAMP5	ENSP00000455313
SCAND1	ENSP00000301995
SCAP	ENSP00000265565
SCAPER	ENSP00000454973
SCARA3	ENSP00000301904
SCARA5	ENSP00000346990
SCARB1	ENSP00000414979
SCARB2	ENSP00000264896
SCARF1	ENSP00000263071
SCARF2	ENSP00000485276
SCCPDH	ENSP00000355467
SCD5	ENSP00000316329
SCD	ENSP00000359380
SCEL	ENSP00000302579
SCFD1	ENSP00000390783
SCFD2	ENSP00000384182
SCG2	ENSP00000304133
SCG3	ENSP00000220478
SCG5	ENSP00000300175
SCGB1C1	ENSP00000344545
SCGB2A1	ENSP00000244930
SCGB3A1	ENSP00000292641
SCGN	ENSP00000367197
SCIMP	ENSP00000461269
SCIN	ENSP00000297029
SCLT1	ENSP00000281142
SCLY	ENSP00000499199
SCMH1	ENSP00000318094
SCML1	ENSP00000369380
SCML2	ENSP00000251900
SCML4	ENSP00000358016
SCN10A	ENSP00000499510
SCN11A	ENSP00000499569
SCN1A	ENSP00000303540
SCN1B	ENSP00000396915
SCN2A	ENSP00000364586
SCN2B	ENSP00000278947
SCN3A	ENSP00000283254
SCN3B	ENSP00000376523
SCN4A	ENSP00000396320
SCN4B	ENSP00000322460
SCN5A	ENSP00000410257
SCN7A	ENSP00000496114
SCN8A	ENSP00000476447
SCN9A	ENSP00000304748
SCNM1	ENSP00000357901
SCNN1A	ENSP00000353292
SCNN1B	ENSP00000302874
SCNN1D	ENSP00000368411
SCNN1G	ENSP00000300061
SCO1	ENSP00000255390
SCO2	ENSP00000379046
SCP2D1	ENSP00000366645
SCP2	ENSP00000360569
SCPEP1	ENSP00000262288
SCRG1	ENSP00000296506
SCRIB	ENSP00000349486
SCRN1	ENSP00000388942
SCRN2	ENSP00000463411
SCRN3	ENSP00000272732
SCRT1	ENSP00000455711
SCRT2	ENSP00000246104
SCT	ENSP00000176195
SCTR	ENSP00000019103
SCUBE1	ENSP00000354080
SCUBE2	ENSP00000497523
SCUBE3	ENSP00000274938
SCX	ENSP00000476384
SCYL1	ENSP00000270176
SCYL2	ENSP00000489123
SCYL3	ENSP00000356744
SDC1	ENSP00000254351
SDC2	ENSP00000307046
SDC3	ENSP00000344468
SDC4	ENSP00000361818
SDCBP2	ENSP00000371233
SDCBP	ENSP00000428184
SDCCAG8	ENSP00000355499
SDE2	ENSP00000272091
SDF2	ENSP00000247020
SDF4	ENSP00000499387
SDHA	ENSP00000264932
SDHAF1	ENSP00000368165
SDHAF2	ENSP00000301761
SDHAF3	ENSP00000414066
SDHAF4	ENSP00000359505
SDHB	ENSP00000364649
SDHD	ENSP00000364699
SDK1	ENSP00000385899
SDK2	ENSP00000376421
SDR16C5	ENSP00000431010
SDR39U1	ENSP00000382327
SDR42E1	ENSP00000332407
SDR42E2	ENSP00000473474
SDR9C7	ENSP00000293502
SDS	ENSP00000257549
SDSL	ENSP00000385790
SEBOX	ENSP00000444503
SEC11A	ENSP00000452697
SEC11C	ENSP00000468633
SEC13	ENSP00000373312
SEC14L1	ENSP00000376268
SEC14L2	ENSP00000478755
SEC14L3	ENSP00000215812
SEC14L4	ENSP00000255858
SEC14L5	ENSP00000251170
SEC16A	ENSP00000325827
SEC16B	ENSP00000308339
SEC22A	ENSP00000417972
SEC22B	ENSP00000463393
SEC22C	ENSP00000264454
SEC23A	ENSP00000306881
SEC23B	ENSP00000338844
SEC23IP	ENSP00000358071
SEC24A	ENSP00000381823
SEC24B	ENSP00000428564
SEC24C	ENSP00000321845
SEC24D	ENSP00000280551
SEC31A	ENSP00000421633
SEC31B	ENSP00000359370
SEC61A1	ENSP00000418493
SEC61A2	ENSP00000298428
SEC61B	ENSP00000223641
SEC61G	ENSP00000378906
SEC62	ENSP00000337688
SEC63	ENSP00000357998
SECISBP2	ENSP00000364965
SECISBP2L	ENSP00000453854
SECTM1	ENSP00000269389
SEH1L	ENSP00000382779
SEL1L2	ENSP00000284951
SEL1L3	ENSP00000382767
SEL1L	ENSP00000337053
SELE	ENSP00000331736
SELENBP1	ENSP00000397261
SELENOK	ENSP00000418813
SELENOM	ENSP00000384564
SELENON	ENSP00000355141
SELENOO	ENSP00000370288
SELENOS	ENSP00000381282
SELENOT	ENSP00000418910
SELL	ENSP00000498227
SELP	ENSP00000263686
SELPLG	ENSP00000228463
SEMA3A	ENSP00000265362
SEMA3B	ENSP00000480680
SEMA3C	ENSP00000265361
SEMA3D	ENSP00000284136
SEMA3E	ENSP00000496491
SEMA3F	ENSP00000002829
SEMA3G	ENSP00000231721
SEMA4A	ENSP00000347117
SEMA4B	ENSP00000332204
SEMA4C	ENSP00000306844
SEMA4D	ENSP00000416523
SEMA4F	ENSP00000350547
SEMA4G	ENSP00000210633
SEMA5A	ENSP00000371936
SEMA5B	ENSP00000389588
SEMA6A	ENSP00000257414
SEMA6B	ENSP00000467290
SEMA6C	ENSP00000357909
SEMA6D	ENSP00000446152
SEMA7A	ENSP00000261918
SENP1	ENSP00000447328
SENP2	ENSP00000296257
SENP3	ENSP00000314029
SENP5	ENSP00000327197
SENP6	ENSP00000402527
SENP7	ENSP00000377655
SENP8	ENSP00000446057
SEPHS1	ENSP00000367893
SEPHS2	ENSP00000418669
SEPSECS	ENSP00000371535
SERAC1	ENSP00000496731
SERBP1	ENSP00000360034
SERF1B	ENSP00000370126
SERF2	ENSP00000387187
SERGEF	ENSP00000265965
SERHL2	ENSP00000331376
SERINC1	ENSP00000342962
SERINC2	ENSP00000362814
SERINC3	ENSP00000340243
SERINC4	ENSP00000319796
SERINC5	ENSP00000426237
SERP1	ENSP00000419472
SERP2	ENSP00000435473
SERPINA10	ENSP00000450896
SERPINA11	ENSP00000335024
SERPINA12	ENSP00000451738
SERPINA1	ENSP00000390299
SERPINA3	ENSP00000376795
SERPINA4	ENSP00000450838
SERPINA5	ENSP00000450837
SERPINA6	ENSP00000342850
SERPINA7	ENSP00000329374
SERPINA9	ENSP00000337133
SERPINB10	ENSP00000238508
SERPINB11	ENSP00000421854
SERPINB12	ENSP00000372218
SERPINB13	ENSP00000269489
SERPINB1	ENSP00000370115
SERPINB2	ENSP00000299502
SERPINB4	ENSP00000343445
SERPINB5	ENSP00000372221
SERPINB6	ENSP00000484343
SERPINB7	ENSP00000381101
SERPINB8	ENSP00000381072
SERPINB9	ENSP00000370074
SERPINC1	ENSP00000356671
SERPIND1	ENSP00000215727
SERPINE1	ENSP00000223095
SERPINE2	ENSP00000415786
SERPINE3	ENSP00000428316
SERPINF1	ENSP00000254722
SERPINF2	ENSP00000371493
SERPING1	ENSP00000384420
SERPINH1	ENSP00000434657
SERPINI1	ENSP00000397373
SERPINI2	ENSP00000481699
SERTAD1	ENSP00000350633
SERTAD2	ENSP00000326933
SERTAD3	ENSP00000375882
SERTAD4	ENSP00000355979
SERTM1	ENSP00000325776
SESN1	ENSP00000393762
SESN2	ENSP00000253063
SESN3	ENSP00000441927
SESTD1	ENSP00000415332
SETBP1	ENSP00000497406
SETD1A	ENSP00000262519
SETD1B	ENSP00000474253
SETD2	ENSP00000386759
SETD3	ENSP00000327436
SETD4	ENSP00000382163
SETD5	ENSP00000384114
SETD6	ENSP00000219315
SETD7	ENSP00000274031
SETD9	ENSP00000285947
SETDB1	ENSP00000271640
SETDB2	ENSP00000346175
SET	ENSP00000361777
SETMAR	ENSP00000373354
SETSIP	ENSP00000480946
SETX	ENSP00000224140
SEZ6	ENSP00000312942
SEZ6L2	ENSP00000481917
SEZ6L	ENSP00000248933
SF1	ENSP00000366604
SF3A1	ENSP00000215793
SF3A2	ENSP00000221494
SF3B1	ENSP00000335321
SF3B2	ENSP00000318861
SF3B3	ENSP00000305790
SF3B4	ENSP00000271628
SF3B6	ENSP00000233468
SFI1	ENSP00000383145
SFMBT1	ENSP00000378235
SFMBT2	ENSP00000355109
SFPQ	ENSP00000349748
SFR1	ENSP00000358742
SFRP1	ENSP00000220772
SFRP2	ENSP00000274063
SFRP4	ENSP00000410715
SFRP5	ENSP00000266066
SFSWAP	ENSP00000437738
SFT2D1	ENSP00000354590
SFT2D3	ENSP00000310803
SFTA2	ENSP00000351989
SFTA3	ENSP00000428247
SFTPA1	ENSP00000397082
SFTPB	ENSP00000499683
SFTPC	ENSP00000316152
SFTPD	ENSP00000361366
SFXN1	ENSP00000316905
SFXN2	ENSP00000358909
SFXN3	ENSP00000224807
SFXN5	ENSP00000272433
SGCA	ENSP00000262018
SGCB	ENSP00000370839
SGCD	ENSP00000338343
SGCE	ENSP00000494192
SGCG	ENSP00000218867
SGCZ	ENSP00000371512
SGF29	ENSP00000316114
SGIP1	ENSP00000237247
SGK1	ENSP00000356832
SGK2	ENSP00000340608
SGK3	ENSP00000429022
SGMS1	ENSP00000354829
SGMS2	ENSP00000378176
SGO1	ENSP00000263753
SGO2	ENSP00000350447
SGPL1	ENSP00000362298
SGPP1	ENSP00000247225
SGPP2	ENSP00000315137
SGSH	ENSP00000314606
SGSM1	ENSP00000383212
SGSM2	ENSP00000268989
SGSM3	ENSP00000248929
SGTA	ENSP00000221566
SGTB	ENSP00000370395
SH2B1	ENSP00000321221
SH2B2	ENSP00000440273
SH2B3	ENSP00000345492
SH2D1A	ENSP00000360181
SH2D1B	ENSP00000356906
SH2D2A	ENSP00000376123
SH2D3A	ENSP00000245908
SH2D3C	ENSP00000317817
SH2D4A	ENSP00000265807
SH2D4B	ENSP00000494732
SH2D5	ENSP00000406026
SH2D6	ENSP00000498488
SH2D7	ENSP00000327846
SH3BGR	ENSP00000332513
SH3BGRL2	ENSP00000358853
SH3BGRL	ENSP00000362308
SH3BP1	ENSP00000497104
SH3BP2	ENSP00000424846
SH3BP4	ENSP00000375867
SH3BP5	ENSP00000373301
SH3BP5L	ENSP00000355428
SH3D19	ENSP00000488951
SH3D21	ENSP00000403476
SH3GL1	ENSP00000269886
SH3GL2	ENSP00000369981
SH3GL3	ENSP00000320092
SH3GLB1	ENSP00000479919
SH3GLB2	ENSP00000361634
SH3KBP1	ENSP00000380921
SH3PXD2A	ENSP00000358789
SH3PXD2B	ENSP00000309714
SH3RF1	ENSP00000284637
SH3RF2	ENSP00000352028
SH3RF3	ENSP00000309186
SH3TC1	ENSP00000245105
SH3TC2	ENSP00000423660
SHANK2	ENSP00000469689
SHANK3	ENSP00000489147
SHARPIN	ENSP00000381698
SHB	ENSP00000366936
SHBG	ENSP00000369816
SHC1	ENSP00000401303
SHC2	ENSP00000264554
SHC3	ENSP00000364995
SHC4	ENSP00000329668
SHCBP1	ENSP00000306473
SHCBP1L	ENSP00000356518
SHD	ENSP00000446058
SHE	ENSP00000307369
SHF	ENSP00000290894
SHH	ENSP00000297261
SHISA2	ENSP00000313079
SHISA3	ENSP00000326445
SHISA4	ENSP00000355064
SHISA5	ENSP00000296444
SHISA6	ENSP00000390084
SHISA7	ENSP00000365503
SHISA8	ENSP00000481203
SHISA9	ENSP00000454014
SHKBP1	ENSP00000291842
SHMT1	ENSP00000318868
SHMT2	ENSP00000333667
SHOC2	ENSP00000358464
SHOX2	ENSP00000374240
SHOX	ENSP00000370990
SHPRH	ENSP00000486723
SHQ1	ENSP00000315182
SHROOM1	ENSP00000367950
SHROOM2	ENSP00000370299
SHROOM4	ENSP00000289292
SHTN1	ENSP00000347532
SIAE	ENSP00000263593
SIAH1	ENSP00000349156
SIAH2	ENSP00000322457
SIAH3	ENSP00000383256
SIDT1	ENSP00000377416
SI	ENSP00000264382
SIGIRR	ENSP00000433022
SIGLEC10	ENSP00000345243
SIGLEC11	ENSP00000412361
SIGLEC14	ENSP00000354090
SIGLEC15	ENSP00000374125
SIGLEC1	ENSP00000341141
SIGLEC5	ENSP00000470259
SIGLEC6	ENSP00000401502
SIGLECL1	ENSP00000321249
SIGMAR1	ENSP00000277010
SIK1	ENSP00000270162
SIK2	ENSP00000305976
SIK3	ENSP00000364449
SIKE1	ENSP00000358541
SIL1	ENSP00000426858
SIM1	ENSP00000358210
SIM2	ENSP00000290399
SIMC1	ENSP00000410552
SIN3A	ENSP00000378402
SIN3B	ENSP00000369131
SIPA1	ENSP00000436269
SIPA1L1	ENSP00000450832
SIPA1L2	ENSP00000355589
SIPA1L3	ENSP00000222345
SIRPA	ENSP00000478763
SIRPB1	ENSP00000371018
SIRPB2	ENSP00000352849
SIRPD	ENSP00000371034
SIRPG	ENSP00000305529
SIRT1	ENSP00000212015
SIRT2	ENSP00000249396
SIRT3	ENSP00000372191
SIRT4	ENSP00000202967
SIRT5	ENSP00000476228
SIRT6	ENSP00000337332
SIRT7	ENSP00000329466
SIT1	ENSP00000481347
SIX1	ENSP00000494686
SIX2	ENSP00000304502
SIX3	ENSP00000260653
SIX4	ENSP00000216513
SIX5	ENSP00000316842
SIX6	ENSP00000328596
SKA1	ENSP00000285116
SKA2	ENSP00000333433
SKA3	ENSP00000382896
SKAP1	ENSP00000338171
SKAP2	ENSP00000005587
SKIDA1	ENSP00000410041
SKI	ENSP00000367797
SKIL	ENSP00000259119
SKIV2L	ENSP00000364543
SKOR1	ENSP00000369374
SKOR2	ENSP00000414750
SKP1	ENSP00000231487
SKP2	ENSP00000443492
SLA2	ENSP00000262866
SLA	ENSP00000394049
SLAIN1	ENSP00000400921
SLAIN2	ENSP00000264313
SLAMF6	ENSP00000357036
SLAMF7	ENSP00000357022
SLAMF8	ENSP00000289707
SLAMF9	ENSP00000357072
SLBP	ENSP00000316490
SLC10A1	ENSP00000216540
SLC10A2	ENSP00000245312
SLC10A3	ENSP00000377211
SLC10A4	ENSP00000273861
SLC10A5	ENSP00000428612
SLC10A6	ENSP00000273905
SLC10A7	ENSP00000421275
SLC11A1	ENSP00000233202
SLC11A2	ENSP00000378364
SLC12A1	ENSP00000495813
SLC12A2	ENSP00000262461
SLC12A3	ENSP00000402152
SLC12A4	ENSP00000395983
SLC12A5	ENSP00000387694
SLC12A6	ENSP00000454168
SLC12A7	ENSP00000264930
SLC12A8	ENSP00000377112
SLC12A9	ENSP00000275730
SLC13A1	ENSP00000194130
SLC13A2	ENSP00000392411
SLC13A3	ENSP00000279027
SLC13A4	ENSP00000297282
SLC13A5	ENSP00000406220
SLC14A1	ENSP00000412309
SLC14A2	ENSP00000465953
SLC15A1	ENSP00000365686
SLC15A2	ENSP00000417085
SLC15A3	ENSP00000227880
SLC15A4	ENSP00000266771
SLC15A5	ENSP00000340402
SLC16A10	ENSP00000357844
SLC16A11	ENSP00000310490
SLC16A12	ENSP00000360855
SLC16A13	ENSP00000309751
SLC16A14	ENSP00000295190
SLC16A1	ENSP00000358640
SLC16A2	ENSP00000465734
SLC16A3	ENSP00000462405
SLC16A4	ENSP00000358794
SLC16A5	ENSP00000463434
SLC16A6	ENSP00000319991
SLC16A7	ENSP00000449547
SLC16A8	ENSP00000321735
SLC16A9	ENSP00000378757
SLC17A1	ENSP00000244527
SLC17A2	ENSP00000367081
SLC17A3	ENSP00000380250
SLC17A4	ENSP00000367137
SLC17A5	ENSP00000348019
SLC17A6	ENSP00000263160
SLC17A7	ENSP00000221485
SLC17A8	ENSP00000316909
SLC17A9	ENSP00000359376
SLC18A1	ENSP00000276373
SLC18A2	ENSP00000496339
SLC18A3	ENSP00000363229
SLC18B1	ENSP00000275227
SLC19A1	ENSP00000308895
SLC19A2	ENSP00000236137
SLC19A3	ENSP00000496701
SLC1A1	ENSP00000262352
SLC1A2	ENSP00000494258
SLC1A3	ENSP00000265113
SLC1A4	ENSP00000234256
SLC1A5	ENSP00000444408
SLC1A6	ENSP00000221742
SLC1A7	ENSP00000478639
SLC20A1	ENSP00000272542
SLC20A2	ENSP00000340465
SLC22A11	ENSP00000301891
SLC22A12	ENSP00000366797
SLC22A13	ENSP00000310241
SLC22A14	ENSP00000396283
SLC22A15	ENSP00000358515
SLC22A16	ENSP00000357915
SLC22A18	ENSP00000307859
SLC22A1	ENSP00000355930
SLC22A23	ENSP00000410245
SLC22A2	ENSP00000355920
SLC22A3	ENSP00000275300
SLC22A4	ENSP00000200652
SLC22A5	ENSP00000402760
SLC22A6	ENSP00000367102
SLC22A7	ENSP00000361666
SLC22A8	ENSP00000337335
SLC23A1	ENSP00000302851
SLC23A2	ENSP00000344322
SLC24A1	ENSP00000261892
SLC24A2	ENSP00000344801
SLC24A3	ENSP00000333519
SLC24A4	ENSP00000431840
SLC24A5	ENSP00000341550
SLC25A11	ENSP00000225665
SLC25A13	ENSP00000400101
SLC25A14	ENSP00000342797
SLC25A15	ENSP00000342267
SLC25A16	ENSP00000476815
SLC25A17	ENSP00000390722
SLC25A18	ENSP00000329033
SLC25A19	ENSP00000397818
SLC25A1	ENSP00000215882
SLC25A20	ENSP00000326305
SLC25A22	ENSP00000322020
SLC25A23	ENSP00000264088
SLC25A24	ENSP00000457733
SLC25A25	ENSP00000362160
SLC25A27	ENSP00000360398
SLC25A28	ENSP00000359526
SLC25A29	ENSP00000352167
SLC25A2	ENSP00000239451
SLC25A30	ENSP00000429168
SLC25A31	ENSP00000281154
SLC25A32	ENSP00000297578
SLC25A33	ENSP00000306328
SLC25A34	ENSP00000294454
SLC25A35	ENSP00000464231
SLC25A36	ENSP00000320688
SLC25A37	ENSP00000429200
SLC25A38	ENSP00000497532
SLC25A39	ENSP00000366299
SLC25A3	ENSP00000447310
SLC25A40	ENSP00000344831
SLC25A41	ENSP00000471238
SLC25A42	ENSP00000326693
SLC25A43	ENSP00000217909
SLC25A44	ENSP00000407560
SLC25A45	ENSP00000435489
SLC25A46	ENSP00000348211
SLC25A47	ENSP00000354886
SLC25A48	ENSP00000497060
SLC25A4	ENSP00000281456
SLC25A51	ENSP00000366945
SLC25A53	ENSP00000468980
SLC25A5	ENSP00000360671
SLC25A6	ENSP00000370808
SLC26A10	ENSP00000320217
SLC26A11	ENSP00000355384
SLC26A1	ENSP00000354721
SLC26A2	ENSP00000286298
SLC26A3	ENSP00000345873
SLC26A4	ENSP00000494017
SLC26A5	ENSP00000377328
SLC26A6	ENSP00000378920
SLC26A7	ENSP00000309504
SLC26A8	ENSP00000417638
SLC26A9	ENSP00000341682
SLC27A1	ENSP00000252595
SLC27A2	ENSP00000267842
SLC27A3	ENSP00000271857
SLC27A4	ENSP00000300456
SLC27A5	ENSP00000263093
SLC27A6	ENSP00000262462
SLC28A1	ENSP00000286749
SLC28A2	ENSP00000315006
SLC28A3	ENSP00000365413
SLC29A2	ENSP00000350024
SLC29A4	ENSP00000380081
SLC2A10	ENSP00000352216
SLC2A11	ENSP00000483038
SLC2A12	ENSP00000275230
SLC2A13	ENSP00000280871
SLC2A1	ENSP00000416293
SLC2A2	ENSP00000323568
SLC2A3	ENSP00000075120
SLC2A4	ENSP00000320935
